node,node_bef_goal,path,path_len,time
45224,11024,UUDLR,5,0.0369999408722
45225,14044,RR-LR,5,0.0680000782013
45230,11024,LUUR,4,0.0199999809265
45231,14301,LL-D,4,0.0199999809265
45232,24024,URRRLR,6,0.226999998093
45233,10125,RRRD-L,6,0.375
45234,24024,URD-R,5,0.039999961853
45235,10325,RD-L,4,0.0190000534058
45240,11024,ULLUR,5,0.0419998168945
45241,24044,R-ULRR,6,0.37099981308
45242,10525,UURDL,5,0.0339999198914
45243,14044,D---RR,6,0.476999998093
45244,11044,UUDLR,5,0.0299999713898
45245,14044,RR-LR,5,0.0759999752045
45250,11044,LUUR,4,0.0169999599457
45251,23451,R--,3,0.00300002098083
45252,10525,UURDL,5,0.0320000648499
45253,24044,R--UR,5,0.069000005722
45254,11024,UUDLR,5,0.0479998588562
45255,10325,DDR-L,5,0.0969998836517
45300,11044,RL-DR,5,0.0469999313354
45301,10125,-D-L,4,0.0260000228882
45302,11044,U-DR-R,6,0.210999965668
45303,10325,-D-L,4,0.0309998989105
45304,21044,RR--DR,6,0.28400015831
45305,10525,-D-L,4,0.0209999084473
45310,11024,-UU-DR,6,0.456000089645
45311,21044,UUUR,4,0.00799989700317
45312,11024,URU-LR,6,0.166000127792
45313,21024,UUDUR,5,0.0299999713898
45314,10325,-UULL,5,0.102999925613
45315,14044,UUDRR,5,0.0270001888275
45320,11044,R-LLR,5,0.0519998073578
45321,21024,UUUR,4,0.00500011444092
45322,11024,URU-LR,6,0.148000001907
45323,10325,UUURDL,6,0.12700009346
45324,14044,R-ULRR,6,0.460999965668
45325,14044,UUURRR,6,0.12700009346
45330,14044,U-DR-R,6,0.207999944687
45331,14301,UURRD,5,0.0260000228882
45332,11044,U-DR-R,6,0.223000049591
45333,21044,UUDUR,5,0.0260000228882
45334,21044,-DU-LR,6,0.556999921799
45335,14024,UURLR,5,0.0339999198914
45340,11044,R-LLR,5,0.058000087738
45341,21044,UUUR,4,0.00500011444092
45342,11024,URU-LR,6,0.164000034332
45343,21024,UUDUR,5,0.0239999294281
45344,14044,R-ULRR,6,0.323999881744
45345,14044,UUDRR,5,0.0280001163483
45350,11044,URR-LLR,7,0.733000040054
45351,21024,UUUR,4,0.00799989700317
45352,14301,D-UUD,5,0.0829999446869
45353,10325,UUURDL,6,0.144999980927
45354,14301,LL-UUD,6,0.457000017166
45355,14044,-LLUR,5,0.24799990654
45400,11024,LUUR,4,0.0200002193451
45401,10525,UR-RDL,6,0.228999853134
45402,24024,RRLR,4,0.0190000534058
45403,14044,-R-LR,5,0.134000062943
45404,24044,URD-R,5,0.039999961853
45405,14044,URD-R,5,0.0360000133514
45410,11024,ULLUR,5,0.0510001182556
45411,14044,D-UR,4,0.0220000743866
45412,10125,UURDL,5,0.0329999923706
45413,14301,DR--D,5,0.102999925613
45414,11044,UUDLR,5,0.0299999713898
45415,24044,D-UR,4,0.0159997940063
45420,11044,LUUR,4,0.0179998874664
45421,14044,-U-LR,5,0.137000083923
45422,24044,LRRR,4,0.0190000534058
45423,14024,D-R-LR,6,0.555999994278
45424,11024,UUDLR,5,0.0300002098083
45425,14024,RD-RDR,6,0.335000038147
45430,11024,LUUR,4,0.0179998874664
45431,14301,LL-D,4,0.0200002193451
45432,14044,-LLRR,5,0.135999917984
45433,14301,DR--D,5,0.0739998817444
45434,24044,URD-R,5,0.0339999198914
45435,14044,URD-R,5,0.0329999923706
45440,11024,ULLUR,5,0.0379998683929
45441,11044,UURDR-R,7,0.703999996185
45442,10125,UURDL,5,0.0279998779297
45443,14044,URD-RRR,7,0.923000097275
45444,11044,UUDLR,5,0.0370001792908
45445,14044,DUR-R,5,0.0880000591278
45450,11044,LUUR,4,0.0169999599457
45451,10325,R--DL,5,0.0950000286102
45452,10125,UURDL,5,0.0299999713898
45453,24044,D-DRR,5,0.113000154495
45454,11024,UUDLR,5,0.0379998683929
45455,14024,R-RDR,5,0.0830001831055
45500,11044,RL-DR,5,0.0679998397827
45501,21044,RL-DR,5,0.074000120163
45502,21044,R-RR-R,6,0.457000017166
45503,14024,UULRDR,6,0.174999952316
45504,11024,RRDR-R,6,0.356999874115
45505,14024,UURLR,5,0.0350000858307
45510,11044,R-UR-R,6,0.371999979019
45511,14024,D-UR,4,0.0190000534058
45512,11044,URU-LR,6,0.217000007629
45513,11044,---UR,5,0.140999794006
45514,11044,R-UR-R,6,0.351999998093
45515,24024,D-UR,4,0.0169999599457
45520,14044,R-ULRR,6,0.374000072479
45521,21044,LUUUR,5,0.123999834061
45522,11044,URU-LR,6,0.217000007629
45523,14044,---UR,5,0.197999954224
45524,11024,RRDR-R,6,0.375999927521
45525,21024,UUUDLR,6,0.183000087738
45530,11024,UURD-R,6,0.18799996376
45531,21024,LUUUR,5,0.106999874115
45532,24024,D-UUUR,6,0.546000003815
45533,14024,UULRDR,6,0.192999839783
45534,11024,DUUR-R,6,0.43499994278
45535,14024,UURLR,5,0.0310001373291
45540,14044,R-ULRR,6,0.356999874115
45541,21024,UULLUR,6,0.177999973297
45542,11044,URU-LR,6,0.178999900818
45543,14044,---UR,5,0.137000083923
45544,11024,RRDR-R,6,0.362999916077
45545,21044,UUUDLR,6,0.158999919891
45550,11044,R-UR-R,6,0.357000112534
45551,21044,LUUUR,5,0.0999999046326
45552,11044,URU-LR,6,0.193000078201
45553,11044,---UR,5,0.15499997139
45554,11044,R-UR-R,6,0.442000150681
45555,21024,UUUDLR,6,0.174999952316
50000,24024,ULUR,4,0.00600004196167
50001,14301,-RD,3,0.00399994850159
50002,14301,-RD,3,0.00399994850159
50003,14301,UU-RD,5,0.0189998149872
50004,24044,UUDR,4,0.007000207901
50005,11024,D-LR,4,0.0129997730255
50010,24024,DUUR,4,0.0110001564026
50011,11024,RU-LR,5,0.0410001277924
50012,14301,LUD,3,0.00399994850159
50013,14024,UU-LR,5,0.0220000743866
50014,24024,UUDR,4,0.00499987602234
50015,11024,DRU-LR,6,0.341000080109
50020,10325,UL,2,0.00200009346008
50021,11024,L-LR,4,0.0169999599457
50022,14024,URDR,4,0.00499987602234
50023,14024,-RRLR,5,0.0820000171661
50024,14301,DUD,3,0.00299978256226
50025,21044,-UDUR,5,0.0889999866486
50030,24024,ULUR,4,0.00699996948242
50031,14301,RU-RD,5,0.0409998893738
50032,14044,URDR,4,0.0160000324249
50033,14301,UU-RD,5,0.0240001678467
50034,24044,UUDR,4,0.0090000629425
50035,14024,UDU-LR,6,0.149999856949
50040,24024,DUUR,4,0.0110001564026
50041,11024,-LR,3,0.00499987602234
50042,14301,LUD,3,0.00300002098083
50043,14024,UU-LR,5,0.0239999294281
50044,24024,UUDR,4,0.00500011444092
50045,11024,DL-LR,5,0.0629999637604
50050,10325,UL,2,0.000999927520752
50051,14301,UU-UD,5,0.0250000953674
50052,14024,URDR,4,0.00600004196167
50053,14024,UUL-LR,6,0.118999958038
50054,14301,DUD,3,0.00399994850159
50055,11044,U-UDUR,6,0.190999984741
50100,21044,U-UUR,5,0.0350000858307
50101,10125,UDRDL,5,0.0309998989105
50102,10325,U-RDL,5,0.0430002212524
50103,14044,URLRR,5,0.0289998054504
50104,11044,-UUR,4,0.021999835968
50105,14024,LUR,3,0.00300002098083
50110,11044,URR-R,5,0.0299999713898
50111,14301,ULRD,4,0.00699996948242
50112,11044,U-R,3,0.000999927520752
50113,21044,U-R,3,0.000999927520752
50114,23451,D-D-,4,0.0189998149872
50115,14024,ULLR,4,0.00699996948242
50120,14044,R-R,3,0.00300002098083
50121,24044,R-R,3,0.00300002098083
50122,11044,UUR-R,5,0.0269999504089
50123,21044,UUR-R,5,0.0340001583099
50124,14044,U-RRR,5,0.0449998378754
50125,14044,LUR,3,0.00399994850159
50130,21044,U-UUR,5,0.0380001068115
50131,10125,UDRDL,5,0.0339999198914
50132,10325,U-RDL,5,0.0409998893738
50133,14044,URLRR,5,0.029000043869
50134,10525,D--DL,5,0.0940001010895
50135,14024,LUR,3,0.00800013542175
50140,14044,R-R,3,0.0019998550415
50141,24044,R-R,3,0.00200009346008
50142,11044,U-R,3,0.00200009346008
50143,21044,U-R,3,0.0019998550415
50144,24044,UU-RUR,6,0.176999807358
50145,14024,ULLR,4,0.0120000839233
50150,11044,URR-R,5,0.0409998893738
50151,21044,URR-R,5,0.0330002307892
50152,11044,UUR-R,5,0.0279998779297
50153,21044,UUR-R,5,0.0269999504089
50154,14044,U-RRR,5,0.055999994278
50155,14044,LUR,3,0.00800013542175
50200,24024,ULUR,4,0.00699996948242
50201,11024,LL-LR,5,0.108999967575
50202,21024,LL-LR,5,0.200999975204
50203,14024,R-UUR,5,0.0560002326965
50204,14044,ULRR,4,0.0139999389648
50205,11044,D-LR,4,0.0160000324249
50210,10325,LULL,4,0.0190000534058
50211,11024,UR-R,4,0.00699996948242
50212,14301,LUD,3,0.00300002098083
50213,14044,UU-LR,5,0.0279998779297
50214,24044,UU-LR,5,0.0330002307892
50215,14024,UUUU-R,6,0.146999835968
50220,10525,UL,2,0.00399994850159
50221,11024,UR-R,4,0.007000207901
50222,21024,UR-R,4,0.00799989700317
50223,14044,-RDRR,5,0.115000009537
50224,14044,ULRR,4,0.00999999046326
50225,11024,URRR-R,6,0.164999961853
50230,24024,ULUR,4,0.00800013542175
50231,14044,UUD-LR,6,0.145999908447
50232,10525,UUDRDL,6,0.138000011444
50233,11044,RDU-LR,6,0.289999961853
50234,14044,ULRR,4,0.0090000629425
50235,11024,U-UUR,5,0.0379998683929
50240,10325,LULL,4,0.0149998664856
50241,11044,-LR,3,0.00399994850159
50242,14301,LUD,3,0.00300002098083
50243,14044,UU-LR,5,0.0249998569489
50244,24044,UU-LR,5,0.0260000228882
50245,11024,DL-LR,5,0.0769999027252
50250,10525,UL,2,0.0019998550415
50251,11024,UR-R,4,0.00600004196167
50252,21024,UR-R,4,0.00600004196167
50253,14024,UUL-LR,6,0.15499997139
50254,14044,ULRR,4,0.0090000629425
50255,11024,URRR-R,6,0.177000045776
50300,14044,L-LRR,5,0.0590000152588
50301,14044,DUR,3,0.00300002098083
50302,14301,-URRD,5,0.0699999332428
50303,14044,UDR,3,0.0019998550415
50304,10325,R-ULL,5,0.0400002002716
50305,14024,LUR,3,0.00300002098083
50310,14044,-LRR,4,0.0189998149872
50311,14024,DUR,3,0.00300002098083
50312,14024,URU-LR,6,0.130000114441
50313,14024,UDR,3,0.00200009346008
50314,14301,-LL-D,5,0.0980000495911
50315,14024,ULLR,4,0.00799989700317
50320,14044,-LRR,4,0.0169999599457
50321,14301,UU-UD,5,0.021999835968
50322,14024,URU-LR,6,0.123999834061
50323,14024,UURDR,5,0.0190000534058
50324,11044,-UDUR,5,0.0870001316071
50325,14044,LUR,3,0.00399994850159
50330,24044,-LRR,4,0.0170001983643
50331,14044,DUR,3,0.0019998550415
50332,14301,URU-RD,6,0.128000020981
50333,14044,UDR,3,0.0019998550415
50334,24024,--RLR,5,0.0989999771118
50335,14024,LUR,3,0.00300002098083
50340,14024,U-URLR,6,0.148000001907
50341,14024,DUR,3,0.00399994850159
50342,24024,-URLR,5,0.0789999961853
50343,14024,UDR,3,0.00200009346008
50344,14024,RRR-LR,6,0.194000005722
50345,14024,ULLR,4,0.00699996948242
50350,24024,D-U-R,5,0.0540001392365
50351,14301,UU-UD,5,0.0249998569489
50352,14024,URU-LR,6,0.134000062943
50353,14024,UURDR,5,0.0210001468658
50354,14301,-D-D,4,0.0199999809265
50355,14044,LUR,3,0.00399994850159
50400,24024,ULUR,4,0.00600004196167
50401,11024,LL-LR,5,0.0839998722076
50402,21024,LL-LR,5,0.0770001411438
50403,14044,R-UUR,5,0.0620000362396
50404,14044,ULRR,4,0.00699996948242
50405,21044,-UUR,4,0.0169999599457
50410,10325,LULL,4,0.0160000324249
50411,11044,UR-R,4,0.00699996948242
50412,14301,LUD,3,0.00400018692017
50413,24044,U-RUR,5,0.039999961853
50414,14024,URLLR,5,0.0319998264313
50415,14044,UUUU-R,6,0.135000228882
50420,10125,UL,2,0.0019998550415
50421,11044,UR-R,4,0.00600004196167
50422,21044,UR-R,4,0.00600004196167
50423,14044,-RDRR,5,0.112999916077
50424,14044,ULRR,4,0.00800013542175
50425,21024,-UDUR,5,0.108000040054
50430,24024,ULUR,4,0.00799989700317
50431,24044,UU-UUR,6,0.143000125885
50432,10125,UUDRDL,6,0.144999980927
50433,10525,U-D-UL,6,0.240000009537
50434,14044,ULRR,4,0.00799989700317
50435,11044,U-UUR,5,0.0380001068115
50440,10325,LULL,4,0.0150001049042
50441,11044,UR-R,4,0.00600004196167
50442,14301,LUD,3,0.00399994850159
50443,24044,U-RUR,5,0.0390000343323
50444,14024,URLLR,5,0.0299999713898
50445,11024,DL-LR,5,0.0780000686646
50450,10125,UL,2,0.000999927520752
50451,11044,UR-R,4,0.00699996948242
50452,21044,UR-R,4,0.007000207901
50453,14024,UUL-LR,6,0.163999795914
50454,14044,ULRR,4,0.00999999046326
50455,11044,URRR-R,6,0.173000097275
50500,10325,-UL,3,0.00500011444092
50501,10525,UDRDL,5,0.0309998989105
50502,10525,--UL,4,0.0220000743866
50503,14044,URLRR,5,0.0279998779297
50504,11024,-UUR,4,0.0199999809265
50505,14024,LUR,3,0.00399994850159
50510,24024,-LUR,4,0.0230000019073
50511,14301,ULRD,4,0.00799989700317
50512,11024,U-R,3,0.00200009346008
50513,21024,U-R,3,0.000999927520752
50514,10325,--LL,4,0.0249998569489
50515,14024,ULLR,4,0.00699996948242
50520,14024,R-R,3,0.00300002098083
50521,24024,R-R,3,0.0019998550415
50522,11024,UUR-R,5,0.0269999504089
50523,21024,UUR-R,5,0.0239999294281
50524,14044,U-RRR,5,0.0450000762939
50525,14044,LUR,3,0.00399994850159
50530,21024,U-UUR,5,0.0419998168945
50531,10525,UDRDL,5,0.0360000133514
50532,10325,UU-UL,5,0.029000043869
50533,14044,URLRR,5,0.0320000648499
50534,10525,UU--UL,6,0.168999910355
50535,14024,LUR,3,0.00500011444092
50540,14024,R-R,3,0.00200009346008
50541,24024,R-R,3,0.00300002098083
50542,11024,U-R,3,0.0019998550415
50543,21024,U-R,3,0.00200009346008
50544,14301,R-DUD,5,0.0659999847412
50545,14024,ULLR,4,0.0090000629425
50550,10525,DD-L,4,0.0190000534058
50551,21024,URR-R,5,0.0369999408722
50552,11024,UUR-R,5,0.0360000133514
50553,21024,UUR-R,5,0.0320000648499
50554,14044,U-RRR,5,0.0890002250671
50555,14044,LUR,3,0.00399994850159
51000,14301,URRD,4,0.00500011444092
51001,11044,-DR-R,5,0.136999845505
51002,21044,UDUR,4,0.0269999504089
51003,11024,RDU-LR,6,0.311000108719
51004,14024,URLR,4,0.00799989700317
51005,14044,-DR-R,5,0.113000154495
51010,21044,UUR,3,0.00200009346008
51011,11024,RU-LR,5,0.048999786377
51012,21024,UDUR,4,0.00800013542175
51013,14301,-DRLRD,6,0.651000022888
51014,14044,UDRR,4,0.0090000629425
51015,21024,D-LUR,5,0.0839998722076
51020,21024,UUR,3,0.00200009346008
51021,11024,RU-LR,5,0.114000082016
51022,10325,UURDL,5,0.0379998683929
51023,14024,UUUR-LR,7,0.613000154495
51024,14044,UURRR,5,0.0249998569489
51025,11044,RR-LLR,6,0.348000049591
51030,14301,URRD,4,0.00699996948242
51031,21024,L-LUR,5,0.0929999351501
51032,21044,UDUR,4,0.00699996948242
51033,11024,RDU-LR,6,0.294000148773
51034,14024,URLR,4,0.00799989700317
51035,11024,L-LUR,5,0.101999998093
51040,21044,UUR,3,0.000999927520752
51041,11024,RU-LR,5,0.0450000762939
51042,21024,UDUR,4,0.00600004196167
51043,14301,-RL-UD,6,0.490999937057
51044,14044,UDRR,4,0.0410001277924
51045,11044,RR-LLR,6,0.329999923706
51050,21024,UUR,3,0.00300002098083
51051,21024,-LUR,4,0.0270001888275
51052,10525,---L,4,0.0260000228882
51053,14044,-U---R,6,0.614000082016
51054,14044,UURRR,5,0.0259997844696
51055,11024,-LUR,4,0.0209999084473
51100,10525,R-RDL,5,0.0699999332428
51101,24024,RRRLR,5,0.0570001602173
51102,11044,RDUU-R,6,0.348999977112
51103,24044,RD-R,4,0.0139999389648
51104,14044,RD-R,4,0.0120000839233
51105,11044,LLUR,4,0.018000125885
51110,14301,-ULRD,5,0.121000051498
51111,10125,URDL,4,0.00699996948242
51112,14044,-D-UR,5,0.138000011444
51113,11044,UDLR,4,0.00800013542175
51114,11044,R--LR,5,0.0869998931885
51115,11024,LLUR,4,0.0190000534058
51120,14044,DDR-R,5,0.085000038147
51121,10125,URDL,4,0.00699996948242
51122,14044,RD-RRR,6,0.325000047684
51123,11024,UDLR,4,0.00799989700317
51124,14044,RDUR-R,6,0.322999954224
51125,10325,URLLL,5,0.0390000343323
51130,11044,UURD-R,6,0.164000034332
51131,21044,DD-UR,5,0.0950000286102
51132,11044,RDUU-R,6,0.359999895096
51133,11044,DUDLR,5,0.0789999961853
51134,14044,RURD-R,6,0.299999952316
51135,11044,LLUR,4,0.0190000534058
51140,11044,URDR-R,6,0.171000003815
51141,10125,URDL,4,0.00699996948242
51142,14044,RD-RRR,6,0.322000026703
51143,11044,UDLR,4,0.00799989700317
51144,14044,RDUR-R,6,0.308000087738
51145,11024,LLUR,4,0.0190000534058
51150,14301,-ULRD,5,0.121000051498
51151,10125,URDL,4,0.00699996948242
51152,24044,-D-UR,5,0.141000032425
51153,11024,UDLR,4,0.0090000629425
51154,11044,R--LR,5,0.0729999542236
51155,10325,URLLL,5,0.0350000858307
51200,21044,ULLUR,5,0.0390000343323
51201,10525,UR-RDL,6,0.197999954224
51202,14024,ULRDR,5,0.0499999523163
51203,11044,RDU-LR,6,0.324999809265
51204,14024,URLR,4,0.00800013542175
51205,11024,URD-R,5,0.0319998264313
51210,21024,ULLUR,5,0.0400002002716
51211,11044,RU-LR,5,0.0529999732971
51212,10525,UURDL,5,0.0260000228882
51213,24044,DD-RR,5,0.085000038147
51214,21044,UUDLR,5,0.0279998779297
51215,21044,D-LUR,5,0.101999998093
51220,21024,DLUUR,5,0.0859999656677
51221,11044,RU-LR,5,0.055999994278
51222,10525,UURDL,5,0.0270001888275
51223,14044,D-R-LR,6,0.511999845505
51224,21024,UUDLR,5,0.0299999713898
51225,21024,R---LR,6,0.406999826431
51230,14024,-U-R,4,0.0220000743866
51231,21024,DD-UR,5,0.0860002040863
51232,14024,ULRDR,5,0.0420000553131
51233,24044,-DLRR,5,0.151999950409
51234,14024,URLR,4,0.00699996948242
51235,11024,URD-R,5,0.0339999198914
51240,21024,ULLUR,5,0.0420000553131
51241,11044,RU-LR,5,0.0490000247955
51242,10525,UURDL,5,0.0250000953674
51243,14044,UUUR-LR,7,0.697000026703
51244,21044,UUDLR,5,0.0320000648499
51245,21024,R---LR,6,0.395999908447
51250,11024,-U-R,4,0.0220000743866
51251,21044,-LUR,4,0.0239999294281
51252,10525,UURDL,5,0.0299999713898
51253,10125,-RRDL,5,0.129999876022
51254,21024,UUDLR,5,0.029000043869
51255,11044,-LUR,4,0.0239999294281
51300,11024,UU---DR,7,0.586000204086
51301,11044,DUR,3,0.00499987602234
51302,11044,UU--DR,6,0.133000135422
51303,24044,UDRUR,5,0.0299999713898
51304,10325,R-ULL,5,0.0529999732971
51305,11044,LLUR,4,0.0160000324249
51310,24044,-U-LR,5,0.0950000286102
51311,11024,DUR,3,0.00300002098083
51312,14024,URU-LR,6,0.15900015831
51313,14044,URRR,4,0.00699996948242
51314,24024,RR-UDR,6,0.286000013351
51315,11044,UR,2,0.00200009346008
51320,14301,RD-UD,5,0.0499999523163
51321,10325,URDL,4,0.00699996948242
51322,14024,URU-LR,6,0.149000167847
51323,14044,URRR,4,0.00599980354309
51324,14024,RRR-LR,6,0.258000135422
51325,11024,UR,2,0.0019998550415
51330,24024,-U-R,4,0.0160000324249
51331,11044,DUR,3,0.00300002098083
51332,11044,UU--DR,6,0.163000106812
51333,24044,UDRUR,5,0.0299999713898
51334,14024,URDU-LR,7,0.822000026703
51335,11044,LLUR,4,0.0190000534058
51340,14301,RD-UD,5,0.0460000038147
51341,11024,DUR,3,0.00300002098083
51342,14024,URU-LR,6,0.143000125885
51343,14044,URRR,4,0.00599980354309
51344,14024,RRR-LR,6,0.238000154495
51345,11044,UR,2,0.00200009346008
51350,21024,-U-R,4,0.0149998664856
51351,10325,URDL,4,0.00600004196167
51352,14024,URU-LR,6,0.156000137329
51353,14044,URRR,4,0.00600004196167
51354,24024,RR-UDR,6,0.27999997139
51355,11024,UR,2,0.0019998550415
51400,21044,ULLUR,5,0.039999961853
51401,21024,R---R,5,0.0659999847412
51402,14024,ULRDR,5,0.0409998893738
51403,21044,R---R,5,0.0699999332428
51404,14024,URLR,4,0.00699996948242
51405,14024,R-DR,4,0.0130000114441
51410,21024,ULLUR,5,0.0410001277924
51411,11044,DR--R,5,0.0929999351501
51412,10125,UURDL,5,0.0260000228882
51413,24044,DD-RR,5,0.0989999771118
51414,21044,UUDLR,5,0.029000043869
51415,10125,-URDL,5,0.111999988556
51420,21024,DLUUR,5,0.0830001831055
51421,14024,URU--R,6,0.169999837875
51422,10125,UURDL,5,0.0260000228882
51423,14044,D-R-LR,6,0.474999904633
51424,21024,UUDLR,5,0.0299999713898
51425,14044,RRU--R,6,0.296999931335
51430,21044,ULLUR,5,0.0409998893738
51431,11044,DR--R,5,0.085000038147
51432,14024,ULRDR,5,0.0409998893738
51433,24044,-DLRR,5,0.134999990463
51434,14024,URLR,4,0.00699996948242
51435,11044,URD-R,5,0.0329999923706
51440,21024,ULLUR,5,0.0390000343323
51441,14044,DR--R,5,0.0829999446869
51442,10125,UURDL,5,0.0260000228882
51443,14044,URD-RRR,7,0.807999849319
51444,21044,UUDLR,5,0.0299999713898
51445,14044,RRU--R,6,0.286000013351
51450,21024,DLUUR,5,0.0909998416901
51451,10125,-RRDL,5,0.128999948502
51452,10125,UURDL,5,0.0269999504089
51453,10125,-RRDL,5,0.125999927521
51454,21024,UUDLR,5,0.0280001163483
51455,24044,-DR-R,5,0.131999969482
51500,10525,R-RDL,5,0.0620000362396
51501,24024,RRRLR,5,0.0499999523163
51502,11024,RDUU-R,6,0.325000047684
51503,24024,RD-R,4,0.0120000839233
51504,14024,RD-R,4,0.010999917984
51505,24024,R-DR,4,0.0110001564026
51510,23451,RR--,4,0.00999999046326
51511,10525,URDL,4,0.00500011444092
51512,10325,DRR-L,5,0.0839998722076
51513,11044,UDLR,4,0.00800013542175
51514,14024,RDUR-R,6,0.357000112534
51515,11024,LLUR,4,0.0199999809265
51520,14024,DDR-R,5,0.0810000896454
51521,10525,URDL,4,0.00699996948242
51522,14044,URU-LR,6,0.174000024796
51523,11024,UDLR,4,0.00799989700317
51524,14044,RRR-LR,6,0.31200003624
51525,10325,URLLL,5,0.0350000858307
51530,24044,D-LUR,5,0.0939998626709
51531,21044,DR--R,5,0.0870001316071
51532,10325,DRR-L,5,0.085000038147
51533,11044,DUDLR,5,0.0759999752045
51534,10325,RRD-L,5,0.0599999427795
51535,11044,LLUR,4,0.018000125885
51540,11024,URDR-R,6,0.176999807358
51541,10525,URDL,4,0.007000207901
51542,14044,URU-LR,6,0.178999900818
51543,11044,UDLR,4,0.00699996948242
51544,14044,RRR-LR,6,0.297000169754
51545,11024,LLUR,4,0.0179998874664
51550,23451,RR--,4,0.0110001564026
51551,10525,URDL,4,0.00600004196167
51552,14044,URU-LR,6,0.195999860764
51553,11024,UDLR,4,0.00800013542175
51554,14024,RDUR-R,6,0.367999792099
51555,11044,-LUR,4,0.0239999294281
52000,10325,ULL,3,0.00200009346008
52001,11024,LL-LR,5,0.0789999961853
52002,14301,UD,2,0.000999927520752
52003,11024,RDU-LR,6,0.229000091553
52004,14024,URLR,4,0.00699996948242
52005,11024,D-LR,4,0.0130000114441
52010,24044,UUR,3,0.00100016593933
52011,11024,RU-LR,5,0.0429999828339
52012,14301,LUD,3,0.00300002098083
52013,14024,UU-LR,5,0.0230000019073
52014,14044,UDRR,4,0.00599980354309
52015,14301,DUU-UD,6,0.337000131607
52020,24024,UUR,3,0.00300002098083
52021,11024,L-LR,4,0.0149998664856
52022,21024,L-LR,4,0.0149998664856
52023,14024,-RRLR,5,0.0820000171661
52024,14301,D-RD,4,0.0130000114441
52025,14301,D-RD,4,0.0130000114441
52030,10325,ULL,3,0.00200009346008
52031,14024,UUD-LR,6,0.128999948502
52032,14301,UD,2,0.00100016593933
52033,11024,RDU-LR,6,0.266000032425
52034,14024,URLR,4,0.00699996948242
52035,14024,UDU-LR,6,0.165999889374
52040,24044,UUR,3,0.00200009346008
52041,11024,-LR,3,0.00499987602234
52042,14301,LUD,3,0.00300002098083
52043,14024,UU-LR,5,0.0230000019073
52044,14044,UDRR,4,0.007000207901
52045,11024,DL-LR,5,0.0759999752045
52050,24024,UUR,3,0.0019998550415
52051,11024,RU-LR,5,0.0420000553131
52052,10325,UURDL,5,0.0230000019073
52053,14024,--R-R,5,0.105000019073
52054,14044,UURRR,5,0.0240001678467
52055,14301,DRU-RD,6,0.343999862671
52100,14044,DR-R,4,0.0150001049042
52101,10125,R-RDL,5,0.0569999217987
52102,10125,U-RDL,5,0.0429999828339
52103,21044,DU-R,4,0.0130000114441
52104,11044,DU-R,4,0.0130000114441
52105,14024,LUR,3,0.00300002098083
52110,21024,-R-R,4,0.0209999084473
52111,10125,URDL,4,0.00599980354309
52112,14024,UU--R,5,0.029000043869
52113,14044,UDLR,4,0.00699996948242
52114,23451,-R--,4,0.021999835968
52115,10325,URLLL,5,0.0340001583099
52120,21024,-R-R,4,0.0199999809265
52121,10125,URDL,4,0.00600004196167
52122,11044,UDD-R,5,0.0360000133514
52123,14024,UDLR,4,0.00699996948242
52124,10325,RR-UUL,6,0.283999919891
52125,14044,LUR,3,0.00399994850159
52130,21024,L-U-R,5,0.0989999771118
52131,14024,DULLR,5,0.0729999542236
52132,10125,U-RDL,5,0.0450000762939
52133,21044,DU-R,4,0.0129997730255
52134,11044,DU-R,4,0.0130000114441
52135,14024,LUR,3,0.00500011444092
52140,14044,DR-R,4,0.0130000114441
52141,10125,URDL,4,0.00699996948242
52142,14024,UU--R,5,0.0280001163483
52143,14044,UDLR,4,0.00699996948242
52144,10325,RR-UUL,6,0.290999889374
52145,24044,DR-R,4,0.0149998664856
52150,24024,-R-R,4,0.0239999294281
52151,10125,URDL,4,0.00699996948242
52152,11044,UDD-R,5,0.047000169754
52153,14024,UDLR,4,0.00899982452393
52154,24024,-D-UR,5,0.143000125885
52155,14044,LUR,3,0.00600004196167
52200,10325,ULL,3,0.00200009346008
52201,11024,LL-LR,5,0.108999967575
52202,10325,UDLLL,5,0.0360000133514
52203,11044,RDU-LR,6,0.309000015259
52204,14024,URLR,4,0.00699996948242
52205,11044,D-LR,4,0.0159997940063
52210,10525,DUL,3,0.00300002098083
52211,11044,RU-LR,5,0.0490000247955
52212,14301,LUD,3,0.00400018692017
52213,14044,UU-LR,5,0.0279998779297
52214,24044,UUDLR,5,0.0280001163483
52215,11024,DUR-R,5,0.0729999542236
52220,24044,LUUR,4,0.0150001049042
52221,11024,L-LR,4,0.0179998874664
52222,21024,L-LR,4,0.018000125885
52223,14044,-LRRR,5,0.119999885559
52224,24024,UUDLR,5,0.0260000228882
52225,11024,DLL-LR,6,0.417999982834
52230,10325,ULL,3,0.00300002098083
52231,14044,UUD-LR,6,0.166000127792
52232,10325,UDLLL,5,0.0389997959137
52233,11044,RDU-LR,6,0.34600019455
52234,14024,URLR,4,0.00799989700317
52235,11024,URD-R,5,0.0320000648499
52240,10525,DUL,3,0.00300002098083
52241,11044,-LR,3,0.00399994850159
52242,14301,LUD,3,0.00300002098083
52243,14044,UU-LR,5,0.0280001163483
52244,24044,UUDLR,5,0.0269999504089
52245,11024,DUR-R,5,0.0680000782013
52250,24044,LUUR,4,0.0169999599457
